av_id,glottocode,iso639p3,name,parent_av_id,family,macroarea,latitude,longitude,in_glottolog,notes
map-nabi,kuri1260,nbn,Nabi,,Austronesian,Papunesia,-2.80683,134.098,true,
map-nadrau,nadr1234,,Nadrau,,Austronesian,Papunesia,-18.0,178.33,true,
map-nadrogaa,nadr1235,,Nadrogaa,,Austronesian,Papunesia,-17.8355,177.657,true,
map-nafi,nafi1237,srf,Nafi,,Austronesian,Papunesia,-6.43306,146.815,true,
map-nafsan,sout2856,erk,Nafsan,,Austronesian,Papunesia,-17.7006,168.377,true,
map-nage,nage1237,nxe,Nage,,Austronesian,Papunesia,-8.70513,121.31,true,
map-nahavaq,sout2857,sns,Nahavaq,,Austronesian,Papunesia,-16.5116,167.477,true,
map-nakanai,naka1262,nak,Nakanai,,Austronesian,Papunesia,-5.59931,150.888,true,
map-nali,nali1245,nss,Nali,,Austronesian,Papunesia,-2.14273,147.202,true,
map-nalik,nali1244,nal,Nalik,,Austronesian,Papunesia,-2.94411,151.332,true,
map-nalogo,nalo1235,nlz,Nalögo,,Austronesian,Papunesia,-10.8,165.8,true,
map-namakura,nama1268,nmk,Namakura,,Austronesian,Papunesia,-16.8979,168.569,true,
map-naman,litz1237,lzl,Naman,,Austronesian,Papunesia,-16.1331,167.415,true,
map-namosi-naitasiri-serua,namo1248,bwb,Namosi-Naitasiri-Serua,,Austronesian,Papunesia,-18.5308,177.637,true,
map-nanaya,nana1258,,Nanaya,,Austronesian,Papunesia,-5.91639,146.859,true,
map-nanggu,nang1262,ngr,Nanggu,,Austronesian,Papunesia,-10.7441,165.887,true,
map-napu,napu1241,npy,Napu,,Austronesian,Papunesia,-1.43707,120.338,true,
map-narango,nara1263,nrg,Narango,,Austronesian,Papunesia,-15.5259,167.047,true,
map-narom,naro1251,nrm,Narom,,Austronesian,Papunesia,4.42115,114.011,true,
map-narovorovo,naro1250,,Narovorovo,,Austronesian,Papunesia,-15.2574,168.159,true,
map-nasal,nasa1239,nsy,Nasal,,Austronesian,Papunesia,-4.8652,103.5719,true,
map-nasarian,nasa1240,nvh,Nasarian,,Austronesian,Papunesia,-16.3497,167.414,true,
map-nasawa,nasa1241,,Nasawa,,Austronesian,Papunesia,-15.2574,168.159,true,
map-nasvang,nasv1234,,Nasvang,,Austronesian,Papunesia,-16.458173,167.639563,true,
map-nati,nati1244,,Nati,,Austronesian,Papunesia,-16.468709,167.496054,true,
map-natugu,natu1246,ntu,Natügu,,Austronesian,Papunesia,-10.6771,165.835,true,
map-naturalis,natu1247,,Naturalis,,Austronesian,Papunesia,8.9815,126.186,true,
map-nauete,naue1237,nxa,Nauete,,Austronesian,Papunesia,-8.70733,126.741,true,
map-nauna,naun1237,ncn,Nauna,,Austronesian,Papunesia,-2.21213,148.201,true,
map-nauru,naur1243,nau,Nauru,,Austronesian,Papunesia,-0.52957,166.922,true,
map-navut,navu1237,nsw,Navut,,Austronesian,Papunesia,-15.3169,166.798,true,
map-navwien,navw1234,,Navwien,,Austronesian,Papunesia,-16.502947,167.554419,true,
map-ndi-solomon-islands,ndii1241,,Ndi (Solomon Islands),,Austronesian,Papunesia,-9.4791,159.917,true,
map-negeri-sembilan-malay,nege1240,zmi,Negeri Sembilan Malay,,Austronesian,Eurasia,2.66503,102.291,true,
map-nehan,neha1247,nsn,Nehan,,Austronesian,Papunesia,-4.56875,154.2,true,
map-neku,neku1237,nek,Neku,,Austronesian,Papunesia,-21.6524,165.578,true,
map-nelemwa-nixumwak,kuma1276,nee,Nêlêmwa-Nixumwak,,Austronesian,Papunesia,-20.4035,164.193,true,
map-nemi,nemi1240,nem,Nemi,,Austronesian,Papunesia,-20.6791,164.797,true,
map-nenema,nene1250,,Nenema,,Austronesian,Papunesia,-20.4035,164.193,true,
map-nengone,neng1238,nen,Nengone,,Austronesian,Papunesia,-21.5305,167.964,true,
map-nese,nese1235,,Nese,,Austronesian,Papunesia,-15.952608,167.222769,true,
map-nethalp,lore1244,lnn,Nethalp,,Austronesian,Papunesia,-15.334763,167.166325,true,
map-neve-ei,vinm1237,vnm,Neve'ei,,Austronesian,Papunesia,-16.2253,167.427,true,
map-neverver,ling1265,lgk,Neverver,,Austronesian,Papunesia,-16.1986,167.499,true,
map-ngad-a,ngad1261,nxg,Ngad'a,,Austronesian,Papunesia,-8.79508,120.976,true,
map-ngaju,ngaj1237,nij,Ngaju,,Austronesian,Papunesia,-1.58463,112.794,true,
map-ngen,shar1244,ssv,Ngen,,Austronesian,Papunesia,-15.255284,167.138859,true,
map-nginia,ngin1246,,Nginia,,Austronesian,Papunesia,-9.4791,159.917,true,
map-ngorek,ngor1244,,Ngorek,,Austronesian,Papunesia,3.7519,114.434,true,
map-nguluwan,ngul1236,nuw,Nguluwan,,Austronesian,Papunesia,8.45,137.34,true,
map-nguna,ngun1274,,Nguna,,Austronesian,Papunesia,-17.5774,168.375,true,
map-nias,nias1242,nia,Nias,,Austronesian,Papunesia,0.90691,97.4961,true,
map-nibong,nibo1237,,Nibong,,Austronesian,Papunesia,3.4667,114.523,true,
map-nila,nila1244,nil,Nila,,Austronesian,Papunesia,-6.734956,129.512131,true,
map-nimoa,nimo1246,nmw,Nimoa,,Austronesian,Papunesia,-11.2297,153.158,true,
map-ninde,labo1244,mwi,Ninde,,Austronesian,Papunesia,-16.4291,167.442,true,
map-nisvai,nisv1234,,Nisvai,,Austronesian,Papunesia,-16.41306,167.785556,true,
map-nitita,niti1249,,Nitita,,Austronesian,Papunesia,-16.2,167.46,true,
map-niuafo-ou,niua1240,num,Niuafo'ou,,Austronesian,Papunesia,-15.6014,-175.64,true,
map-niuean,niue1239,niu,Niuean,,Austronesian,Papunesia,-19.06,-169.86,true,
map-niwer-mil,niwe1234,hrc,Niwer Mil,,Austronesian,Papunesia,-3.47,153.2,true,
map-nkep,hogh1234,,Nkep,,Austronesian,Papunesia,-15.0757,167.051,true,
map-nokuku,noku1237,nkk,Nokuku,,Austronesian,Papunesia,-14.8974,166.603,true,
map-north-ambrym,nort2839,mmg,North Ambrym,,Austronesian,Papunesia,-16.1741,168.14,true,
map-north-and-central-vanuatu,nort3195,,North and Central Vanuatu,,Austronesian,,,,false,
map-north-babar,nort2860,bcd,North Babar,,Austronesian,Papunesia,-7.84311,129.743,true,
map-north-bunun,nort2902,,North Bunun,,Austronesian,Papunesia,23.4116,121.025,true,
map-north-efate,nort2836,llp,North Efate,,Austronesian,Papunesia,-17.5774,168.375,true,
map-north-marquesan,nort2845,mrq,North Marquesan,,Austronesian,Papunesia,-8.89412,-140.108,true,
map-north-moluccan-malay,nort2828,max,North Moluccan Malay,,Austronesian,Papunesia,-0.86437,128.323,true,
map-north-nuaulu,nort2867,nni,North Nuaulu,,Austronesian,Papunesia,-2.93154,129.277,true,
map-north-papuan-mainland-d-entrecasteaux-linkage,nort2848,,North Papuan Mainland-D'Entrecasteaux linkage,,Austronesian,,,,false,
map-north-sarawakan,nort3171,,North Sarawakan,,Austronesian,,,,false,
map-north-tanna,nort2847,tnn,North Tanna,,Austronesian,Papunesia,-19.3733,169.303,true,
map-north-tuvaluan,nort2844,,North Tuvaluan,,Austronesian,Papunesia,-8.520813,179.198088,true,
map-north-watut,nort2857,una,North Watut,,Austronesian,Papunesia,-6.64084,146.218,true,
map-northern-alta,nort2875,aqn,Northern Alta,,Austronesian,Papunesia,15.6913,121.454,true,
map-northern-amis,nata1254,ais,Northern Amis,,Austronesian,Papunesia,23.9386,121.59,true,
map-northern-betsimisaraka-malagasy,nort2890,bmm,Northern Betsimisaraka Malagasy,,Austronesian,Africa,-19.9184,48.812,true,
map-northern-catanduanes-bicolano,nort2883,cts,Northern Catanduanes Bicolano,,Austronesian,Papunesia,13.9032,124.27,true,
map-northern-kankanay,nort2877,xnn,Northern Kankanay,,Austronesian,Papunesia,17.1057,120.786,true,
map-northern-roglai,nort2994,rog,Northern Roglai,,Austronesian,Eurasia,12.1967,108.849,true,
map-northern-subanen,nort2885,stb,Northern Subanen,,Austronesian,Papunesia,8.5232,123.588,true,
map-northern-tidung,nort3262,ntd,Northern Tidung,,Austronesian,Papunesia,5.8606,117.5455,true,
map-northwest-mekeo,nort2851,,Northwest Mekeo,,Austronesian,Papunesia,-8.23853,146.586,true,
map-notsi,nots1237,ncf,Notsi,,Austronesian,Papunesia,-3.0557,151.661,true,
map-nuclear-palawan,nucl1738,,Nuclear Palawan,,Austronesian,,,,false,
map-nuku-hiva,nuku1261,,Nuku Hiva,,Austronesian,Papunesia,-8.89412,-140.108,true,
map-nukumanu,nuku1258,nuq,Nukumanu,,Austronesian,Papunesia,-4.576321,159.48537,true,
map-nukuoro,nuku1260,nkr,Nukuoro,,Austronesian,Papunesia,3.84,154.975,true,
map-nukuria,nuku1259,nur,Nukuria,,Austronesian,Papunesia,-3.40038,154.731,true,
map-numbami,numb1247,sij,Numbami,,Austronesian,Papunesia,-7.52806,147.298,true,
map-nume,nume1241,tgs,Nume,,Austronesian,Papunesia,-14.230149,167.593474,true,
map-numee,nume1242,kdk,Numee,,Austronesian,Papunesia,-22.2689,166.705,true,
map-nusa-laut,nusa1245,nul,Nusa Laut,,Austronesian,Papunesia,-3.67727,128.776,true,
map-nyindrou,nyin1250,lid,Nyindrou,,Austronesian,Papunesia,-2.1143,146.627,true,
map-obo-manobo,obom1235,obo,Obo Manobo,,Austronesian,Papunesia,7.29141,125.09,true,
map-oceanic,ocea1241,,Oceanic,,Austronesian,,,,false,
map-okolod,okol1241,kqv,Okolod,,Austronesian,Papunesia,4.53989,115.753,true,
map-old-sundanese,sund1255,osn,Old Sundanese,,Austronesian,Papunesia,-7.1,108.3,true,
map-olrat,olra1234,olr,Olrat,,Austronesian,Papunesia,-14.313,167.433,true,
map-onin,onin1245,oni,Onin,,Austronesian,Papunesia,-2.75976,132.062,true,
map-onya-darat,sema1269,sdm,Onya Darat,,Austronesian,Papunesia,-0.75188,110.527,true,
map-orkon-fanbak,orko1234,fnb,Orkon-Fanbak,,Austronesian,Papunesia,-16.210501,168.212109,true,
map-ormu,ormu1248,orz,Ormu,,Austronesian,Papunesia,-2.51361,140.6015,true,
map-oroha,oroh1237,ora,Oroha,,Austronesian,Papunesia,-9.7386,161.513,true,
map-orowe,orow1242,bpk,Orowe,,Austronesian,Papunesia,-21.6269,165.473,true,
map-osing,osin1237,osi,Osing,,Austronesian,Papunesia,-8.25262,114.292,true,
map-ot-danum,otda1235,otd,Ot Danum,,Austronesian,Papunesia,-0.3955,113.469,true,
map-ouma,ouma1237,oum,Ouma,,Austronesian,Papunesia,-10.2288,149.101,true,
map-owa,owaa1237,stn,Owa,,Austronesian,Papunesia,-10.82553,162.30467,true,
map-oya-oya,oyao1237,oyy,Oya'oya,,Austronesian,Papunesia,-10.5392,150.658,true,
map-paama,paam1238,pma,Paama,,Austronesian,Papunesia,-16.47548,168.23693,true,
map-padoe,pado1242,pdo,Padoe,,Austronesian,Papunesia,-2.60642,121.236,true,
map-paici,paic1239,pri,Paicî,,Austronesian,Papunesia,-21.096,165.15,true,
map-paiwan,paiw1248,pwn,Paiwan,,Austronesian,Papunesia,22.3271,120.806,true,
map-pak-tong,pakt1239,pkg,Pak-Tong,,Austronesian,Papunesia,-2.05269,147.767,true,
map-pak-vatrata,pakk1241,,Pak (Vatrata),,Austronesian,Papunesia,-13.892528,167.428701,true,
map-paku,paku1239,pku,Paku,,Austronesian,Papunesia,-1.9063,115.087,true,
map-pala,pala1343,,Pala,,Austronesian,Papunesia,-3.74711,152.493,true,
map-palauan,pala1344,pau,Palauan,,Austronesian,Papunesia,7.34138,134.476678,true,
map-palawanic,pala1354,,Palawanic,,Austronesian,,,,false,
map-palu-e,palu1252,ple,Palu'e,,Austronesian,Papunesia,-8.32877,121.718,true,
map-paluai,balu1257,blq,Paluai,,Austronesian,Papunesia,-2.5604,147.282,true,
map-paluan,palu1253,plz,Paluan,,Austronesian,Papunesia,5.02715,116.346,true,
map-pamona,pamo1252,pmf,Pamona,,Austronesian,Papunesia,-1.62663,121.268,true,
map-pampanga,pamp1243,pam,Pampanga,,Austronesian,Papunesia,14.9603,120.502,true,
map-pamplona-atta,pamp1244,att,Pamplona Atta,,Austronesian,Papunesia,18.4738,121.3,true,
map-panasuan,pana1303,psn,Panasuan,,Austronesian,Papunesia,-2.24049,119.65,true,
map-pancana,panc1247,pnp,Pancana,,Austronesian,Papunesia,-5.29587,122.968,true,
map-pangasinan,pang1290,pag,Pangasinan,,Austronesian,Papunesia,15.9377,120.365,true,
map-pangutaran-sama,pang1291,slm,Pangutaran Sama,,Austronesian,Papunesia,6.27167,120.536,true,
map-papapana,papa1265,ppn,Papapana,,Austronesian,Papunesia,-5.92283,155.289,true,
map-papar,papa1268,dpp,Papar,,Austronesian,Papunesia,5.57378,115.58,true,
map-papitalai,papi1254,pat,Papitalai,,Austronesian,Papunesia,-2.06222,147.417,true,
map-papora-hoanya,papo1239,ppu,Papora-Hoanya,,Austronesian,Papunesia,24.324,120.577,true,
map-papuan-malay,papu1250,pmy,Papuan Malay,,Austronesian,Papunesia,-2.53482,139.651,true,
map-papuan-tip-linkage,papu1253,,Papuan Tip linkage,,Austronesian,,,,false,
map-papuma,papu1251,ppm,Papuma,,Austronesian,Papunesia,-1.77301,135.907,true,
map-paripao,pari1257,,Paripao,,Austronesian,Papunesia,-9.56425,160.42,true,
map-pasir,pasi1257,,Pasir,,Austronesian,Papunesia,-1.80261,115.876,true,
map-patep,pate1247,ptp,Patep,,Austronesian,Papunesia,-6.91988,146.639,true,
map-patpatar,patp1243,gfk,Patpatar,,Austronesian,Papunesia,-3.74711,152.493,true,
map-paulohi,paul1238,plh,Paulohi,,Austronesian,Papunesia,-3.25404,128.779,true,
map-pazeh-kahabu,kulo1237,pzh,Pazeh-Kahabu,,Austronesian,Papunesia,23.7562,120.976,true,
map-penan-silat,pena1268,,Penan Silat,,Austronesian,Papunesia,3.4667,114.523,true,
map-penchal,penc1239,pek,Penchal,,Austronesian,Papunesia,-2.29891,147.81,true,
map-pendau,pend1242,ums,Pendau,,Austronesian,Papunesia,-0.11396,119.862,true,
map-perai,pera1257,wet,Perai,,Austronesian,Papunesia,-7.62349,126.576,true,
map-peranakan-indonesian,pera1256,pea,Peranakan Indonesian,,Austronesian,Papunesia,-7.982,112.619,true,
map-peripheral-lembata,lama1278,lmr,Peripheral Lembata,,Austronesian,Papunesia,-8.53225,123.442,true,
map-petats,peta1245,pex,Petats,,Austronesian,Papunesia,-5.34068,154.593,true,
map-peterara,pete1237,,Peterara,,Austronesian,Papunesia,-15.0784,168.135,true,
map-piamatsina,piam1242,ptr,Piamatsina,,Austronesian,Papunesia,-14.9959,166.738,true,
map-pije,pije1237,piz,Pije,,Austronesian,Papunesia,-20.7824,164.942,true,
map-pinan,pina1251,,Pinan,,Austronesian,Papunesia,22.643,120.996,true,
map-pingelapese,ping1243,pif,Pingelapese,,Austronesian,Papunesia,6.20743,160.711,true,
map-piu,piuu1237,pix,Piu,,Austronesian,Papunesia,-6.96694,146.455,true,
map-plateau-malagasy,plat1254,plt,Plateau Malagasy,,Austronesian,Africa,-19.5907,47.1211,true,
map-pohnpeian,pohn1238,pon,Pohnpeian,,Austronesian,Papunesia,6.87212,158.223,true,
map-poleo,pole1240,,Poleo,,Austronesian,Papunesia,-9.76764,160.231,true,
map-polonombauk,polo1242,plb,Polonombauk,,Austronesian,Papunesia,-15.4653,167.09,true,
map-polynesian,poly1242,,Polynesian,,Austronesian,,,,false,
map-pom,pomm1237,pmo,Pom,,Austronesian,Papunesia,-1.64224,135.619,true,
map-ponam,pona1250,ncc,Ponam,,Austronesian,Papunesia,-1.91705,146.887,true,
map-ponapeic,pona1248,,Ponapeic,,Austronesian,,,,false,
map-ponosakan,pono1240,pns,Ponosakan,,Austronesian,Papunesia,0.91716,124.712,true,
map-port-sandwich,port1285,psw,Port Sandwich,,Austronesian,Papunesia,-16.4952,167.78,true,
map-proto-nakanai,naka1266,,Proto-Nakanai,,Austronesian,,,,false,
map-pukapuka,puka1242,pkp,Pukapuka,,Austronesian,Papunesia,-10.91,-165.83,true,
map-pulo-anna,pulo1240,,Pulo Anna,,Austronesian,Papunesia,5.328596,132.221282,true,
map-puluwatese,pulu1242,puw,Puluwatese,,Austronesian,Papunesia,7.35695,149.2005,true,
map-punan-aput,puna1267,pud,Punan Aput,,Austronesian,Papunesia,1.38035,116.089,true,
map-punan-bah,puna1276,,Punan Bah,,Austronesian,Papunesia,2.27377,113.156,true,
map-punan-bah-biau,puna1275,pna,Punan Bah-Biau,,Austronesian,Papunesia,2.27377,113.156,true,
map-punan-tubu,puna1266,puj,Punan Tubu,,Austronesian,Papunesia,2.86972,116.26,true,
map-puyuma,puyu1239,pyu,Puyuma,,Austronesian,Papunesia,22.643,120.996,true,
map-pwaamei,pwaa1237,pme,Pwaamei,,Austronesian,Papunesia,-20.8442,164.77,true,
map-pwapwa,pwap1237,pop,Pwapwa,,Austronesian,Papunesia,-20.8133,164.556,true,
map-rade,rade1240,rad,Rade,,Austronesian,Eurasia,12.979,108.41,true,
map-rahambuu,raha1237,raz,Rahambuu,,Austronesian,Papunesia,-3.24627,121.059,true,
map-raivavae,raiv1237,,Raivavae,,Austronesian,Papunesia,-23.86742,-147.6551,true,
map-rakahanga-manihiki,raka1237,rkh,Rakahanga-Manihiki,,Austronesian,Papunesia,-10.03,-161.09,true,
map-raluana,ralu1237,,Raluana,,Austronesian,Papunesia,-4.30986,152.114,true,
map-ramoaaina,ramo1244,rai,Ramoaaina,,Austronesian,Papunesia,-4.17306,152.451,true,
map-rampi,ramp1243,lje,Rampi,,Austronesian,Papunesia,-2.1399,120.356,true,
map-rapanui,rapa1244,rap,Rapanui,,Austronesian,Papunesia,-27.113,-109.342,true,
map-rara-bakati,rara1235,lra,Rara Bakati',,Austronesian,Papunesia,1.27026,109.539,true,
map-ratagnon,rata1245,btn,Ratagnon,,Austronesian,Papunesia,12.2785,121.187,true,
map-ratahan,rata1244,rth,Ratahan,,Austronesian,Papunesia,1.07592,124.858,true,
map-ratak,rata1243,,Ratak,,Austronesian,Papunesia,8.72,167.73,true,
map-rawo-bauro,rawo1242,,Rawo (Bauro),,Austronesian,Papunesia,-10.5826,161.863,true,
map-rejang,reja1240,rej,Rejang,,Austronesian,Papunesia,-3.33056,102.434,true,
map-rejang-kayan,reja1241,ree,Rejang Kayan,,Austronesian,Papunesia,2.71903,114.169,true,
map-rembong-wangka,remb1250,reb,Rembong-Wangka,,Austronesian,Papunesia,-8.53361,120.973,true,
map-rennell-bellona,renn1242,mnv,Rennell-Bellona,,Austronesian,Papunesia,-11.6237,160.265,true,
map-repanbitip,repa1237,rpn,Repanbitip,,Austronesian,Papunesia,-16.3265,167.619,true,
map-rerep,rere1240,pgk,Rerep,,Austronesian,Papunesia,-16.2934,167.651,true,
map-ribun,ribu1241,rir,Ribun,,Austronesian,Papunesia,0.32189,110.207,true,
map-rihu-a,rihu1237,,Rihu'a,,Austronesian,Papunesia,-10.4479,161.662,true,
map-ririo,riri1237,rri,Ririo,,Austronesian,Papunesia,-6.88927,156.92,true,
map-riuk-bekati,beka1241,bei,Riuk Bekati',,Austronesian,Papunesia,1.3307,109.576,true,
map-riung,riun1237,riu,Riung,,Austronesian,Papunesia,-8.60342,121.122,true,
map-roma,roma1332,rmm,Roma,,Austronesian,Papunesia,-7.58643,127.428,true,
map-romblomanon,romb1245,rol,Romblomanon,,Austronesian,Papunesia,12.4047,122.56,true,
map-rongga,rong1269,ror,Rongga,,Austronesian,Papunesia,-8.84604,120.702,true,
map-ronji,ronj1237,roe,Ronji,,Austronesian,Papunesia,-5.80782,146.731,true,
map-roon,roon1237,rnn,Roon,,Austronesian,Papunesia,-2.43005,134.556,true,
map-rotuman,rotu1241,rtm,Rotuman,,Austronesian,Papunesia,-12.5008,177.066,true,
map-roviana,rovi1238,rug,Roviana,,Austronesian,Papunesia,-8.20493,157.408,true,
map-rukai,ruka1240,dru,Rukai,,Austronesian,Papunesia,22.7738,120.844,true,
map-rungus,rung1259,drg,Rungus,,Austronesian,Papunesia,6.83989,116.743,true,
map-rurutu,ruru1237,,Rurutu,,Austronesian,Papunesia,-23.3843,-149.462,true,
map-sa,saaa1241,sax,Sa,,Austronesian,Papunesia,-15.9534,168.228,true,
map-sa-a,saaa1240,apb,Sa'a,,Austronesian,Papunesia,-9.60258,161.467,true,
map-sa-ban,saba1265,snv,Sa'ban,,Austronesian,Papunesia,3.58723,115.664,true,
map-saaroa,saar1237,sxr,Saaroa,,Austronesian,Papunesia,23.2632,120.711,true,
map-sabah-bisaya,saba1267,bsy,Sabah Bisaya,,Austronesian,Papunesia,5.30433,115.512,true,
map-saisiyat,sais1237,xsy,Saisiyat,,Austronesian,Papunesia,24.6043,121.067,true,
map-sakao,port1296,,Sakao,,Austronesian,Papunesia,-15.0757,167.051,true,
map-sakizaya,saki1247,szy,Sakizaya,,Austronesian,Papunesia,24.026316,121.531394,true,
map-saleman,sale1244,sau,Saleman,,Austronesian,Papunesia,-2.82548,129.427,true,
map-saliba,sali1295,sbe,Saliba,,Austronesian,Papunesia,-10.6148,150.727,true,
map-saluan,salu1253,loe,Saluan,,Austronesian,Papunesia,-0.873,122.746,true,
map-sama-bajaw,sama1302,,Sama-Bajaw,,Austronesian,,,,false,
map-samoan,samo1305,smo,Samoan,,Austronesian,Papunesia,-13.92,-171.83,true,
map-sanggau,sang1339,scg,Sanggau,,Austronesian,Papunesia,-0.13152,110.404,true,
map-sangil,sang1337,snl,Sangil,,Austronesian,Papunesia,5.40229,125.378,true,
map-sangir,sang1336,sxn,Sangir,,Austronesian,Papunesia,3.50554,125.56523,true,
map-sangiric,sang1335,,Sangiric,,Austronesian,,,,false,
map-santa-ana-solomon-islands,sant1414,,Santa Ana (Solomon Islands),,Austronesian,Papunesia,-10.82553,162.30467,true,
map-santa-catalina,sant1413,,Santa Catalina,,Austronesian,Papunesia,-10.82553,162.30467,true,
map-saparua,sapa1251,spr,Saparua,,Austronesian,Papunesia,-3.58314,128.639,true,
map-saposa,sapo1253,sps,Saposa,,Austronesian,Papunesia,-5.64103,154.732,true,
map-sapwuahfik,sapw1237,,Sapwuahfik,,Austronesian,Papunesia,5.78928,157.15965,true,
map-sara-bakati,sara1329,sre,Sara Bakati',,Austronesian,Papunesia,1.20403,109.6155,true,
map-sarangani-blaan,sara1326,bps,Sarangani Blaan,,Austronesian,Papunesia,6.03691,125.354,true,
map-sarangani-manobo,sara1327,mbs,Sarangani Manobo,,Austronesian,Papunesia,5.84903,125.499,true,
map-sarasira,sara1323,zsa,Sarasira,,Austronesian,Papunesia,-6.18,146.4,true,
map-saroa,saro1238,,Saroa,,Austronesian,Papunesia,-9.79791,147.861,true,
map-sarudu,saru1242,sdu,Sarudu,,Austronesian,Papunesia,-1.7094,119.349,true,
map-sasak,sasa1249,sas,Sasak,,Austronesian,Papunesia,-8.58349,116.284,true,
map-satawalese,sata1237,stw,Satawalese,,Austronesian,Papunesia,7.36084,147.038,true,
map-sawai,sawa1247,szw,Sawai,,Austronesian,Papunesia,0.51111,128.086,true,
map-seberuang,sebe1242,sbx,Seberuang,,Austronesian,Papunesia,-0.02463,111.212,true,
map-sebop,sebo1238,sib,Sebop,,Austronesian,Papunesia,3.42701,114.178,true,
map-sebuyau,sebu1243,snb,Sebuyau,,Austronesian,Papunesia,1.42104,110.48,true,
map-sedoa,sedo1237,tvw,Sedoa,,Austronesian,Papunesia,-1.37295,120.378,true,
map-seediq,taro1264,trv,Seediq,,Austronesian,Papunesia,23.9032,121.358,true,
map-segah,sega1244,,Segah,,Austronesian,Papunesia,1.97695,116.954,true,
map-segai,sega1243,sge,Segai,,Austronesian,Papunesia,1.97695,116.954,true,
map-seimat,seim1238,ssg,Seimat,,Austronesian,Papunesia,-1.2666667,144.25,true,
map-seit-kaitetu,seit1239,hik,Seit-Kaitetu,,Austronesian,Papunesia,-3.6111,128.068,true,
map-sekapan,seka1248,skp,Sekapan,,Austronesian,Papunesia,2.47567,113.562,true,
map-sekar,seka1247,skz,Sekar,,Austronesian,Papunesia,-2.65849,132.469,true,
map-seke-vanuatu,seke1241,ske,Seke (Vanuatu),,Austronesian,Papunesia,-15.8839,168.197,true,
map-seko,seko1241,,Seko,,Austronesian,,,,false,
map-seko-padang,seko1243,skx,Seko Padang,,Austronesian,Papunesia,-2.14311,119.959,true,
