av_id,glottocode,iso639p3,name,parent_av_id,family,macroarea,latitude,longitude,in_glottolog,notes
sep-bahinemo,bahi1254,bjh,Bahinemo,,Sepik,Papunesia,-4.55527,142.832,true,
sep-berinomo,beri1253,bit,Berinomo,,Sepik,Papunesia,-4.41689,142.463,true,
sep-bisis,bisi1244,bnw,Bisis,,Sepik,Papunesia,-4.46238,143.058,true,
sep-chenapian,chen1259,cjn,Chenapian,,Sepik,Papunesia,-4.25154,142.317,true,
sep-iwam,iwam1256,iwm,Iwam,,Sepik,Papunesia,-4.27346,141.817,true,
sep-kalou,kalo1262,ywa,Kalou,,Sepik,Papunesia,-3.93985,142.217,true,
sep-kapriman,kapr1245,dju,Kapriman,,Sepik,Papunesia,-4.51011,143.241,true,
sep-karawa,kara1495,xrw,Karawa,,Sepik,Papunesia,-3.69933,142.018,true,
sep-kwanga,kwan1278,kwj,Kwanga,,Sepik,Papunesia,-3.74263,142.711,true,
sep-kwoma,kwom1262,kmo,Kwoma,,Sepik,Papunesia,-4.08721,142.664,true,
sep-mehek,mehe1243,nux,Mehek,,Sepik,Papunesia,-3.70927,142.498,true,
sep-mende-papua-new-guinea,mend1268,sim,Mende (Papua New Guinea),,Sepik,Papunesia,-3.67233,142.683,true,
sep-namia,nami1256,nnm,Namia,,Sepik,Papunesia,-3.85538,141.788,true,
sep-niksek,niks1238,gbe,Niksek,,Sepik,Papunesia,-4.82581,142.45,true,
sep-pahi,pahi1246,lgt,Pahi,,Sepik,Papunesia,-3.79935,142.299,true,
sep-piame,piam1243,pin,Piame,,Sepik,Papunesia,-4.85835,142.784,true,
sep-pouye,pouy1238,bye,Pouye,,Sepik,Papunesia,-3.72704,141.864,true,
sep-saniyo-hiyewe,sani1270,sny,Saniyo-Hiyewe,,Sepik,Papunesia,-4.4376,142.369,true,
sep-sepik-iwam,sepi1255,iws,Sepik Iwam,,Sepik,Papunesia,-4.30928,142.117,true,
sep-wogamusin,woga1249,wog,Wogamusin,,Sepik,Papunesia,-4.22936,142.401,true,
sep-yessan-mayo,yess1239,yss,Yessan-Mayo,,Sepik,Papunesia,-4.15721,142.574,true,
ser-seri,seri1257,sei,Seri,,Seri,North America,28.9877,-112.384,true,
sha-shabo,shab1252,sbf,Shabo,,Shabo,Africa,7.64407,35.223,true,
shb-shasta,shas1239,sht,Shasta,,Shastan,North America,41.7587,-122.738,true,
sho-shom-peng,shom1245,sii,Shom Peng,,Shom Peng,Eurasia,7.02099,93.8064,true,
sia-siamou,siam1242,sif,Siamou,,Siamou,Africa,10.998,-4.92143,true,
sig-american-sign-language,amer1248,ase,American Sign Language,,Sign Language,Africa;North America,33.8117,-81.6121,true,
sig-auslan,aust1271,asf,Auslan,,Sign Language,Australia,-30.0,145.0,true,
sig-brazilian-sign-language,braz1236,bzs,Brazilian Sign Language,,Sign Language,South America,-15.5,-48.0,true,
sig-british-sign-language,brit1235,bfi,British Sign Language,,Sign Language,Eurasia,51.6688,-0.4431,true,
sig-chinese-sign-language,chin1283,csl,Chinese Sign Language,,Sign Language,Eurasia,30.9063,121.569,true,
sig-ethiopian-sign-language,ethi1238,eth,Ethiopian Sign Language,,Sign Language,Africa,8.9761,38.8534,true,
sig-hawai-i-sign-language,hawa1235,hps,Hawai'i Sign Language,,Sign Language,Papunesia,21.6311,-158.002,true,
sig-hong-kong-macau-sign-language,hong1241,hks,Hong Kong-Macau Sign Language,,Sign Language,Eurasia,22.160631,113.555225,true,
sig-icelandic-sign-language,icel1236,icl,Icelandic Sign Language,,Sign Language,Eurasia,64.1731,-20.2731,true,
sig-japanese-sign-language,japa1238,jsl,Japanese Sign Language,,Sign Language,Eurasia,36.0221,139.079,true,
sig-malaysian-sign-language,mala1412,xml,Malaysian Sign Language,,Sign Language,Eurasia,2.946,101.366,true,
sig-plains-indian-sign-language,plai1235,psd,Plains Indian Sign Language,,Sign Language,North America,38.3941,-99.2499,true,
sig-turkish-sign-language,turk1288,tsm,Turkish Sign Language,,Sign Language,Eurasia,41.02675,28.85551,true,
sig-ugandan-sign-language,ugan1238,ugn,Ugandan Sign Language,,Sign Language,Africa,0.2475,32.4829,true,
sig-valencian-sign-language,vale1251,vsv,Valencian Sign Language,,Sign Language,Eurasia,39.5,-0.75,true,
sio-assiniboine,assi1247,asb,Assiniboine,,Siouan,North America,49.2923,-106.068,true,
sio-biloxi,bilo1248,bll,Biloxi,,Siouan,North America,31.32,-89.1951,true,
sio-catawba,cata1286,chc,Catawba,,Siouan,North America,34.9685,-80.8857,true,
sio-crow,crow1244,cro,Crow,,Siouan,North America,45.368,-107.874,true,
sio-dakota,dako1258,dak,Dakota,,Siouan,North America,45.86,-96.58,true,
sio-hidatsa,hida1246,hid,Hidatsa,,Siouan,North America,47.33,-102.0,true,
sio-ho-chunk,hoch1243,win,Ho-Chunk,,Siouan,North America,43.5,-88.5,true,
sio-iowa-oto,iowa1245,iow,Iowa-Oto,,Siouan,North America,40.0511,-95.5213,true,
sio-kansa,kans1243,ksk,Kansa,,Siouan,North America,39.0,-94.4,true,
sio-lakota,lako1247,lkt,Lakota,,Siouan,North America,46.3699,-103.95,true,
sio-mandan,mand1446,mhq,Mandan,,Siouan,North America,46.83,-101.0,true,
sio-ofo,ofoo1242,ofo,Ofo,,Siouan,North America,33.45871,-90.76513,true,
sio-omaha-ponca,omah1247,oma,Omaha-Ponca,,Siouan,North America,42.0944,-96.5295,true,
sio-osage,osag1243,osa,Osage,,Siouan,North America,36.7828,-96.2949,true,
sio-quapaw,quap1242,qua,Quapaw,,Siouan,North America,34.15,-92.0,true,
sio-stoney,ston1242,sto,Stoney,,Siouan,North America,51.1939,-114.984,true,
sio-tutelo,tute1247,tta,Tutelo,,Siouan,North America,37.67,-78.75,true,
sio-woccon,wocc1242,xwc,Woccon,,Siouan,North America,35.379075,-77.985987,true,
sit-aimol,aimo1244,aim,Aimol,,Sino-Tibetan,Eurasia,24.6437,94.3556,true,
sit-akha,akha1245,ahk,Akha,,Sino-Tibetan,Eurasia,21.2309,100.964,true,
sit-ako,akoo1247,,Ako,,Sino-Tibetan,Eurasia,21.2309,100.964,true,
sit-aluo,aluo1235,yna,Aluo,,Sino-Tibetan,Eurasia,26.0,102.0,true,
sit-amdo-tibetan,amdo1237,adx,Amdo Tibetan,,Sino-Tibetan,Eurasia,34.5177,100.485,true,
sit-amri-karbi,amri1238,ajz,Amri Karbi,,Sino-Tibetan,Eurasia,26.024,91.482,true,
sit-anal,anal1239,anm,Anal,,Sino-Tibetan,Eurasia,24.0506,94.2806,true,
sit-angami-naga,anga1288,njm,Angami Naga,,Sino-Tibetan,Eurasia,25.6841,93.8668,true,
sit-anu-hkongso,anuu1241,anl,Anu-Hkongso,,Sino-Tibetan,Eurasia,21.5,93.05,true,
sit-ao-naga,aona1235,njo,Ao Naga,,Sino-Tibetan,Eurasia,26.3241,94.3824,true,
sit-apatani,apat1240,apt,Apatani,,Sino-Tibetan,Eurasia,27.1933,93.7284,true,
sit-asho-chin,asho1236,csh,Asho Chin,,Sino-Tibetan,Eurasia,21.393,93.5069,true,
sit-athpariya,athp1241,aph,Athpariya,,Sino-Tibetan,Eurasia,26.8794,87.3296,true,
sit-atong-india,aton1241,aot,Atong (India),,Sino-Tibetan,Eurasia,25.346508,90.658722,true,
sit-axi-yi,axiy1235,yix,Axi Yi,,Sino-Tibetan,Eurasia,24.6009,103.713,true,
sit-azha,azha1235,aza,Azha,,Sino-Tibetan,Eurasia,23.9,104.15,true,
sit-azhe,azhe1235,yiz,Azhe,,Sino-Tibetan,Eurasia,24.405,103.441,true,
sit-bahing,bahi1252,bhj,Bahing,,Sino-Tibetan,Eurasia,27.3323,86.3949,true,
sit-baihong,baih1238,,Baihong,,Sino-Tibetan,Eurasia,23.2074,101.886,true,
sit-baima,baim1244,bqh,Baima,,Sino-Tibetan,Eurasia,33.1001,103.952,true,
sit-balti,balt1258,bft,Balti,,Sino-Tibetan,Eurasia,34.4491,77.2859,true,
sit-bangni,bang1338,,Bangni,,Sino-Tibetan,Eurasia,28.431524,93.248908,true,
sit-bantawa,bant1281,bap,Bantawa,,Sino-Tibetan,Eurasia,27.12147,87.04738,true,
sit-bawm-chin,bawm1236,bgr,Bawm Chin,,Sino-Tibetan,Eurasia,22.4405233333,92.92553,true,
sit-beijing-mandarin,beij1234,,Beijing Mandarin,,Sino-Tibetan,Eurasia,39.9385466,116.1172766,true,
sit-beijingic,beij1235,,Beijingic,,Sino-Tibetan,Eurasia,40.0209,116.228,true,
sit-bichom,bich1234,,Bichom,,Sino-Tibetan,Eurasia,27.1929556,92.4713002,true,
sit-biete,biet1238,biu,Biete,,Sino-Tibetan,Eurasia,24.273507,92.94342,true,
sit-bijiang-bai,biji1251,,Bijiang Bai,,Sino-Tibetan,Eurasia,26.925,99.656,true,
sit-bilichi,bili1249,,Bilichi,,Sino-Tibetan,Eurasia,18.8137,97.1203,true,
sit-bisu,bisu1244,bzi,Bisu,,Sino-Tibetan,Eurasia,20.8542,99.9862,true,
sit-biyo,biyo1243,byo,Biyo,,Sino-Tibetan,Eurasia,22.511,101.652,true,
sit-bodo-mech,bodo1269,brx,Bodo-Mech,,Sino-Tibetan,Eurasia,26.1,92.0,true,
sit-bokar-ramo,boka1249,,Bokar-Ramo,,Sino-Tibetan,Eurasia,28.61433,94.066429,true,
sit-bori-karko,bori1243,adi,Bori-Karko,,Sino-Tibetan,Eurasia,27.62812,94.3538,true,
sit-brek-karen,brek1238,kvl,Brek Karen,,Sino-Tibetan,Eurasia,19.0561,96.8365,true,
sit-brokpake,brok1248,sgt,Brokpake,,Sino-Tibetan,Eurasia,27.3438,91.9972,true,
sit-bugun,bugu1246,bgg,Bugun,,Sino-Tibetan,Eurasia,27.1929556,92.4713002,true,
sit-bujhyal,bujh1238,byh,Bujhyal,,Sino-Tibetan,Eurasia,28.0084,84.5068,true,
sit-bulu,bulu1255,,Bulu,,Sino-Tibetan,Eurasia,27.4488607,92.4299111,true,
sit-bunan,gahr1239,bfu,Bunan,,Sino-Tibetan,Eurasia,32.2168,77.9596,true,
sit-burmese,nucl1310,mya,Burmese,,Sino-Tibetan,Eurasia,20.7926,93.9665,true,
sit-bwe-karen,bwek1238,bwe,Bwe Karen,,Sino-Tibetan,Eurasia,18.9796,96.9936,true,
sit-byangsi,byan1241,bee,Byangsi,,Sino-Tibetan,Eurasia,29.92002,80.63653,true,
sit-caijia,caij1234,,Caijia,,Sino-Tibetan,Eurasia,27.284,105.292,true,
sit-camling,caml1239,rab,Camling,,Sino-Tibetan,Eurasia,27.3371,86.7612,true,
sit-cantonese,cant1236,,Cantonese,,Sino-Tibetan,Eurasia,23.0118,113.2021,true,
sit-central-bai,cent2004,bca,Central Bai,,Sino-Tibetan,Eurasia,26.1666,99.7052,true,
sit-central-lisu,hual1240,,Central Lisu,,Sino-Tibetan,Eurasia,26.91,98.94,true,
sit-chairel,chai1254,,Chairel,,Sino-Tibetan,Eurasia,24.30438,93.866431,true,
sit-chamba-lahuli,cham1308,,Chamba-Lahuli,,Sino-Tibetan,Eurasia,32.6963,76.5966,true,
sit-chang-naga,chan1313,nbc,Chang Naga,,Sino-Tibetan,Eurasia,26.4336,94.9536,true,
sit-changsha,chan1326,,Changsha,,Sino-Tibetan,Eurasia,28.85032,112.943344,true,
sit-chantyal,chan1310,chx,Chantyal,,Sino-Tibetan,Eurasia,28.684,83.4488,true,
sit-chaoshan,chao1239,,Chaoshan,,Sino-Tibetan,Eurasia,24.5,118.17,true,
sit-chaozhou,chao1238,,Chaozhou,,Sino-Tibetan,Eurasia,23.666667,116.633333,true,
sit-chaudangsi,chau1259,cdn,Chaudangsi,,Sino-Tibetan,Eurasia,29.7033,80.4832,true,
sit-chayangtajo,bugu1245,,Chayangtajo,,Sino-Tibetan,Eurasia,27.6802977,93.1302774,true,
sit-chengdu-mandarin,chen1267,,Chengdu Mandarin,,Sino-Tibetan,Eurasia,30.605768,103.970947,true,
sit-chepang,chep1245,cdm,Chepang,,Sino-Tibetan,Eurasia,27.7206,84.9017,true,
sit-chinbon-chin,chin1478,cnb,Chinbon Chin,,Sino-Tibetan,Eurasia,20.0776,94.0506,true,
sit-chintang,chhi1245,ctn,Chintang,,Sino-Tibetan,Eurasia,26.961,87.1899,true,
sit-chiru,chir1283,cdf,Chiru,,Sino-Tibetan,Eurasia,25.4643,94.4072,true,
sit-chokri-naga,chok1243,nri,Chokri Naga,,Sino-Tibetan,Eurasia,25.5636,94.2887,true,
sit-chothe,chot1239,nct,Chothe,,Sino-Tibetan,Eurasia,24.3722,94.2408,true,
sit-chungli,chon1286,,Chungli,,Sino-Tibetan,Eurasia,26.321,94.515,true,
sit-classical-chinese,lite1248,lzh,Classical Chinese,,Sino-Tibetan,Eurasia,34.09,109.05,true,
sit-classical-tibetan,clas1254,xct,Classical Tibetan,,Sino-Tibetan,Eurasia,29.24,92.01,true,
sit-daai-chin,daai1236,dao,Daai Chin,,Sino-Tibetan,Eurasia,20.7347,93.7853,true,
sit-dafang,dafa1241,,Dafang,,Sino-Tibetan,Eurasia,25.7707,102.367,true,
sit-dakpakha,dakp1242,dka,Dakpakha,,Sino-Tibetan,Eurasia,27.3762,91.8245,true,
sit-dali,dali1242,,Dali,,Sino-Tibetan,Eurasia,25.519,100.289,true,
sit-danu,danu1251,dnv,Danu,,Sino-Tibetan,Eurasia,20.392,96.9388,true,
sit-darma,darm1243,drd,Darma,,Sino-Tibetan,Eurasia,29.8629,80.5439,true,
sit-dayang-pumi,daya1246,,Dayang Pumi,,Sino-Tibetan,Eurasia,27.8408,100.622,true,
sit-dazhai,dazh1234,,Dazhai,,Sino-Tibetan,Eurasia,22.67753,102.851673333,true,
sit-deori,deor1238,der,Deori,,Sino-Tibetan,Eurasia,26.86152,93.70572,true,
sit-dermuha,derm1238,,Dermuha,,Sino-Tibetan,Eurasia,18.8137,97.1203,true,
sit-dgonpa,dgon1234,,dGonpa,,Sino-Tibetan,Eurasia,33.71994,104.40109,true,
sit-dhimal,dhim1246,dhi,Dhimal,,Sino-Tibetan,Eurasia,26.6283,88.3798,true,
sit-dikhyang,dikh1234,,Dikhyang,,Sino-Tibetan,Eurasia,27.1929556,92.4713002,true,
sit-dimasa,dima1251,dis,Dimasa,,Sino-Tibetan,Eurasia,25.4198,93.1806,true,
sit-dongshanba-lalo,dong1286,yik,Dongshanba Lalo,,Sino-Tibetan,Eurasia,25.435,100.178,true,
sit-drung,drun1238,duu,Drung,,Sino-Tibetan,Eurasia,28.00792,98.49449,true,
sit-duhumbi,chug1252,cvg,Duhumbi,,Sino-Tibetan,Eurasia,27.4177713,92.2255891,true,
sit-dumi,dumi1241,dus,Dumi,,Sino-Tibetan,Eurasia,27.45849,86.75699,true,
sit-dungan,dung1253,dng,Dungan,,Sino-Tibetan,Eurasia,42.7292,76.8382,true,
sit-dungmali,dung1252,raa,Dungmali,,Sino-Tibetan,Eurasia,26.9813,87.3328,true,
sit-dzalakha,dzal1238,dzl,Dzalakha,,Sino-Tibetan,Eurasia,27.7855,91.374,true,
sit-dzongkha,dzon1239,dzo,Dzongkha,,Sino-Tibetan,Eurasia,27.410786,89.581604,true,
sit-east-central-tangkhul-naga,tang1336,nmf,East-Central Tangkhul Naga,,Sino-Tibetan,Eurasia,25.0489,94.3567,true,
sit-eastern-gorkha-tamang,east2346,tge,Eastern Gorkha Tamang,,Sino-Tibetan,Eurasia,28.2213,84.9451,true,
sit-eastern-gurung,east2345,ggn,Eastern Gurung,,Sino-Tibetan,Eurasia,28.4368,84.58145,true,
sit-eastern-kayah,east2342,eky,Eastern Kayah,,Sino-Tibetan,Eurasia,19.8939,98.3359,true,
sit-eastern-magar,east2352,mgp,Eastern Magar,,Sino-Tibetan,Eurasia,27.4135166667,87.06171,true,
sit-eastern-puroik,sulu1241,suv,Eastern Puroik,,Sino-Tibetan,Eurasia,27.3153778,92.3840919,true,
sit-eastern-tamang,east2347,taj,Eastern Tamang,,Sino-Tibetan,Eurasia,27.3239,87.0832,true,
sit-ega-bai,egab1234,,Ega Bai,,Sino-Tibetan,Eurasia,26.925,99.656,true,
sit-eka,ekaa1234,,Eka,,Sino-Tibetan,Eurasia,23.475,99.865,true,
sit-enqi-bai,enqi1234,,Enqi Bai,,Sino-Tibetan,Eurasia,26.925,99.656,true,
sit-enu,enuu1235,enu,Enu,,Sino-Tibetan,Eurasia,22.95,101.85,true,
sit-ere-china,eree1240,,Ere (China),,Sino-Tibetan,Eurasia,31.5655,101.928,true,
sit-ersu,ersu1241,ers,Ersu,,Sino-Tibetan,Eurasia,29.2867,102.213,true,
sit-eryuan,eryu1239,,Eryuan,,Sino-Tibetan,Eurasia,26.0991374,99.9416161,true,
sit-eshan-nasu,esha1238,,Eshan Nasu,,Sino-Tibetan,Eurasia,24.408,102.456,true,
sit-falam-chin,fala1243,cfm,Falam Chin,,Sino-Tibetan,Eurasia,23.7892833333,92.3254633333,true,
sit-far-northwestern-nisu,farn1234,nsf,Far Northwestern Nisu,,Sino-Tibetan,Eurasia,25.646902,99.684187,true,
sit-fucheng,hain1237,,Fucheng,,Sino-Tibetan,Eurasia,20.043869,110.329399,true,
sit-galo,galo1242,adl,Galo,,Sino-Tibetan,Eurasia,27.9805586,94.6884956,true,
sit-gamale-kham,gama1251,kgj,Gamale Kham,,Sino-Tibetan,Eurasia,28.411,82.6749,true,
sit-gan-chinese,ganc1239,gan,Gan Chinese,,Sino-Tibetan,Eurasia,27.9896,115.166,true,
sit-gangte,gang1266,gnb,Gangte,,Sino-Tibetan,Eurasia,24.5113,94.1681,true,
sit-garo,garo1247,grt,Garo,,Sino-Tibetan,Eurasia,25.2954,90.462,true,
sit-gdongbrgyad-kamnyu,gdon1234,,Gdongbrgyad-Kamnyu,,Sino-Tibetan,Eurasia,32.1,102.36,true,
sit-geba-karen,geba1237,kvq,Geba Karen,,Sino-Tibetan,Eurasia,19.4991,96.9492,true,
sit-geko-karen,geko1235,ghk,Geko Karen,,Sino-Tibetan,Eurasia,19.6741,96.5308,true,
sit-gepo,gepo1234,ygp,Gepo,,Sino-Tibetan,Eurasia,25.7,102.5,true,
sit-guangzhou,guan1279,,Guangzhou,,Sino-Tibetan,Eurasia,23.1253503,112.9476548,true,
sit-guanyingqiao,guan1252,,Guanyingqiao,,Sino-Tibetan,Eurasia,31.5655,101.928,true,
sit-guilin-pinghua,guil1241,,Guilin Pinghua,,Sino-Tibetan,Eurasia,25.266667,110.283333,true,
sit-guiqiong,guiq1238,gqi,Guiqiong,,Sino-Tibetan,Eurasia,30.4803,102.128,true,
sit-gurung,guru1261,gvr,Gurung,,Sino-Tibetan,Eurasia,27.41687,86.28988,true,
sit-gyalsumdo,gyal1236,gyo,Gyalsumdo,,Sino-Tibetan,Eurasia,28.53256,84.33953,true,
sit-ha-erbin-mandarin,haer1234,,Ha'erbin Mandarin,,Sino-Tibetan,Eurasia,45.846595,126.551056,true,
sit-hainanese,hain1238,hnm,Hainanese,,Sino-Tibetan,Eurasia,19.78383,110.68759,true,
sit-haka-chin,haka1240,cnh,Haka Chin,,Sino-Tibetan,Eurasia,22.8735,92.8208,true,
sit-hakka-chinese,hakk1236,hak,Hakka Chinese,,Sino-Tibetan,Eurasia,25.0,116.0,true,
sit-hangzhou,hang1257,,Hangzhou,,Sino-Tibetan,Eurasia,30.261316,120.0318057,true,
sit-hani,hani1248,hni,Hani,,Sino-Tibetan,Eurasia,22.67753,102.851673333,true,
sit-hankou,hank1234,,Hankou,,Sino-Tibetan,,,,false,
sit-hefei-mandarin,hefe1234,,Hefei Mandarin,,Sino-Tibetan,Eurasia,31.873593,117.223663,true,
sit-heqing,heqi1238,,Heqing,,Sino-Tibetan,Eurasia,26.5536208,100.1396921,true,
sit-hills-karbi,karb1241,mjw,Hills Karbi,,Sino-Tibetan,Eurasia,25.7317,93.0462,true,
sit-hlepho-phowa,hlep1236,yhl,Hlepho Phowa,,Sino-Tibetan,Eurasia,23.591,103.733,true,
sit-hmar,hmar1241,hmr,Hmar,,Sino-Tibetan,Eurasia,24.7534,93.5497,true,
sit-hong-kong,xian1255,,Hong Kong,,Sino-Tibetan,Eurasia,22.422645,114.098396,true,
sit-honi,honi1244,how,Honi,,Sino-Tibetan,Eurasia,23.2074,101.886,true,
sit-horpa,horp1240,,Horpa,,Sino-Tibetan,,,,false,
sit-houguan,fuzh1239,,Houguan,,Sino-Tibetan,Eurasia,26.08904,119.294243,true,
sit-hpon,hpon1238,hpo,Hpon,,Sino-Tibetan,Eurasia,24.4606,97.1142,true,
sit-hrangkhol,hran1239,hra,Hrangkhol,,Sino-Tibetan,Eurasia,24.4559,93.351,true,
sit-huhehaote,huhe1234,,Huhehaote,,Sino-Tibetan,Eurasia,40.855526,111.743889,true,
sit-hui-chinese,huiz1242,czh,Hui Chinese,,Sino-Tibetan,Eurasia,29.7646,118.232,true,
sit-huili-yi,huil1243,,Huili Yi,,Sino-Tibetan,Eurasia,28.1947,102.121,true,
sit-idu,idum1241,clk,Idu,,Sino-Tibetan,Eurasia,29.4473,95.6472,true,
sit-intha,inth1239,,Intha,,Sino-Tibetan,Eurasia,20.392,96.9388,true,
sit-japhug,japh1234,,Japhug,,Sino-Tibetan,Eurasia,32.1,102.36,true,
sit-jerigaon,jeri1243,,Jerigaon,,Sino-Tibetan,Eurasia,27.3376444,92.4685696,true,
sit-jerung,jeru1240,jee,Jerung,,Sino-Tibetan,Eurasia,27.1741,86.2547,true,
sit-jian-ou,jian1240,,Jian'ou,,Sino-Tibetan,Eurasia,27.04237,118.307419,true,
sit-jianchuan,jian1239,,Jianchuan,,Sino-Tibetan,Eurasia,26.538056,99.91,true,
sit-jinan-mandarin,jina1245,,Jinan Mandarin,,Sino-Tibetan,Eurasia,36.690777,116.997299,true,
sit-jingpho,jing1260,,Jingpho,,Sino-Tibetan,,,,false,
sit-jinman-bai,nuji1238,,Jinman Bai,,Sino-Tibetan,Eurasia,26.4240223,98.8862088,true,
sit-jino,jino1236,,Jino,,Sino-Tibetan,,,,false,
sit-jinyu-chinese,jiny1235,cjy,Jinyu Chinese,,Sino-Tibetan,Eurasia,38.8284,111.278,true,
sit-jirel,jire1238,jul,Jirel,,Sino-Tibetan,Eurasia,27.6931,86.3201,true,
sit-jixi,jixi1238,,Jixi,,Sino-Tibetan,Eurasia,30.071111,118.592222,true,
sit-kaang-chin,kaan1248,ckn,Kaang Chin,,Sino-Tibetan,Eurasia,21.5091,93.6262,true,
sit-kachari,kach1279,xac,Kachari,,Sino-Tibetan,Eurasia,26.6882,92.317,true,
sit-kadu,kadu1254,zkd,Kadu,,Sino-Tibetan,Eurasia,24.2042,95.6332,true,
sit-kagate,kaga1252,syw,Kagate,,Sino-Tibetan,Eurasia,27.4492,86.1675,true,
sit-kaike,kaik1246,kzq,Kaike,,Sino-Tibetan,Eurasia,28.853,83.1384,true,
sit-kalaktang-monpa,kala1376,kkf,Kalaktang Monpa,,Sino-Tibetan,Eurasia,27.073067,92.142965,true,
sit-kanashi,kana1283,xns,Kanashi,,Sino-Tibetan,Eurasia,32.2843,77.1553,true,
sit-karenic,kare1337,,Karenic,,Sino-Tibetan,,,,false,
sit-kaspi,kasp1234,,Kaspi,,Sino-Tibetan,Eurasia,27.1929556,92.4713002,true,
sit-kathmandu-valley-newari,newa1246,new,Kathmandu Valley Newari,,Sino-Tibetan,Eurasia,27.67,85.326,true,
sit-katso,kats1235,kaf,Katso,,Sino-Tibetan,Eurasia,24.6,102.4,true,
sit-kayah,kaya1317,,Kayah,,Sino-Tibetan,,,,false,
sit-kayan-lahwi,kaya1315,pdu,Kayan Lahwi,,Sino-Tibetan,Eurasia,19.5183,97.4138,true,
sit-khaling,khal1275,klr,Khaling,,Sino-Tibetan,Eurasia,27.3912,87.5053,true,
sit-khambu-kulung,kham1288,,Khambu (Kulung),,Sino-Tibetan,Eurasia,27.1606,87.5717,true,
sit-khami,kham1284,,Khami,,Sino-Tibetan,Eurasia,22.87125,92.9894633333,true,
sit-khams-tibetan,kham1282,khg,Khams Tibetan,,Sino-Tibetan,Eurasia,31.9313,91.7062,true,
sit-khengkha,khen1241,xkf,Khengkha,,Sino-Tibetan,Eurasia,27.0879,90.8633,true,
sit-khezha-naga,khez1235,nkh,Khezha Naga,,Sino-Tibetan,Eurasia,25.7078,94.3114,true,
sit-khiamniungan-naga,khia1236,kix,Khiamniungan Naga,,Sino-Tibetan,Eurasia,26.20076,95.016799,true,
sit-khispi,lish1235,lsh,Khispi,,Sino-Tibetan,Eurasia,27.3688993,92.2394672,true,
sit-khoina,khoi1253,,Khoina,,Sino-Tibetan,Eurasia,27.3429306,92.5104585,true,
sit-khoitam,khoi1252,,Khoitam,,Sino-Tibetan,Eurasia,27.3293889,92.4360113,true,
sit-khonoma,khon1248,,Khonoma,,Sino-Tibetan,Eurasia,25.6841,93.8668,true,
sit-khumi-chin,khum1248,cnk,Khumi Chin,,Sino-Tibetan,Eurasia,22.87125,92.9894633333,true,
sit-khurai,khur1238,,Khurai,,Sino-Tibetan,Eurasia,24.6437,94.3556,true,
sit-kinnauri,kinn1249,kfk,Kinnauri,,Sino-Tibetan,Eurasia,31.3688,78.3148,true,
sit-kman,miju1243,mxj,Kman,,Sino-Tibetan,Eurasia,28.4732,97.0444,true,
sit-koch,koch1250,kdq,Koch,,Sino-Tibetan,Eurasia,25.7962,90.2566,true,
sit-koireng,koir1240,nkd,Koireng,,Sino-Tibetan,Eurasia,25.2857,94.2141,true,
sit-kojo-rojo,kojo1234,,Kojo Rojo,,Sino-Tibetan,Eurasia,27.505162,92.7984331,true,
sit-kok-borok,kokb1239,trp,Kok Borok,,Sino-Tibetan,Eurasia,23.1916,91.4673,true,
sit-kolhreng,kolh1240,,Kolhreng,,Sino-Tibetan,Eurasia,24.8688,94.534,true,
sit-kom-india,komi1270,kmm,Kom (India),,Sino-Tibetan,Eurasia,24.8688,94.534,true,
sit-konyak-naga,kony1248,nbe,Konyak Naga,,Sino-Tibetan,Eurasia,26.6823,95.0598,true,
sit-koro,koro1316,jkr,Koro,,Sino-Tibetan,Eurasia,27.214804,92.633011,true,
sit-kua-nsi,kuan1249,ykn,Kua-nsi,,Sino-Tibetan,Eurasia,26.45,103.33,true,
sit-kuamasi,kuam1234,yku,Kuamasi,,Sino-Tibetan,Eurasia,26.35,103.33,true,
sit-kucong,kuco1235,lkc,Kucong,,Sino-Tibetan,Eurasia,22.26,101.25,true,
sit-kulung-nepal,kulu1253,kle,Kulung (Nepal),,Sino-Tibetan,Eurasia,27.1606,87.5717,true,
sit-kunming-chinese,kunm1234,,Kunming Chinese,,Sino-Tibetan,Eurasia,25.049711,102.72274,true,
sit-kuno-charang,tukp1239,tpq,Kuno-Charang,,Sino-Tibetan,Eurasia,31.46703,78.56049,true,
sit-kurtokha,kurt1248,xkz,Kurtokha,,Sino-Tibetan,Eurasia,27.5365,90.9822,true,
sit-kyerung,kyer1238,kgy,Kyerung,,Sino-Tibetan,Eurasia,28.2922,85.4257,true,
sit-laghuu,lagh1245,lgh,Laghuu,,Sino-Tibetan,Eurasia,22.2674,103.929,true,
sit-lahta-zayein-karen,zaye1235,kxk,Lahta-Zayein Karen,,Sino-Tibetan,Eurasia,20.16,96.908,true,
sit-lahu,lahu1253,lhu,Lahu,,Sino-Tibetan,Eurasia,21.2701,100.214,true,
sit-lahu-shi,lahu1252,lhi,Lahu Shi,,Sino-Tibetan,Eurasia,21.2078,100.97,true,
sit-lainong-naga,lein1237,lzn,Lainong Naga,,Sino-Tibetan,Eurasia,26.4481,95.4,true,
sit-lalo,lalo1240,,Lalo,,Sino-Tibetan,,,,false,
sit-lamjung-melamchi-yolmo,hela1238,scp,Lamjung-Melamchi Yolmo,,Sino-Tibetan,Eurasia,27.9212,85.6289,true,
